task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags
4296,Setup project database,Bob,UI/UX,High,Pending,06-06-2025,16-06-2025,6,,feedback
4297,Implement search functionality,Alice,Mobile,Low,In Progress,24-05-2025,10-06-2025,1,,"backend, db, design"
4298,Implement user authentication API,Grace,Data,High,Completed,08-06-2025,24-06-2025,1,1,feedback
4299,Implement search functionality,Eve,UI/UX,High,In Progress,15-05-2025,20-05-2025,11,,"deployment, testing"
4300,Enhance security for API,Grace,QA,Low,In Progress,28-08-2025,10-09-2025,1,,dashboard
4301,Create dashboard UI,Alice,Backend,Medium,Pending,22-08-2025,11-09-2025,10,,"deployment, alert, testing"
4302,Create marketing landing page,David,QA,Medium,In Progress,28-07-2025,02-08-2025,1,,dashboard
4303,Write unit tests for backend,Carol,Frontend,Medium,In Progress,03-10-2025,11-10-2025,10,,"optimization, integration, alert"
4304,Improve page load performance,Eve,Frontend,Medium,In Progress,12-10-2025,31-10-2025,15,,"testing, setup"
4305,Setup CI/CD pipeline,Frank,DevOps,Low,Completed,03-07-2025,22-07-2025,5,3,"feedback, setup, payment"
4306,Collect user feedback,Frank,Backend,Medium,Completed,23-04-2025,05-05-2025,2,1,deployment
4307,Optimize database queries,Carol,Mobile,Low,Completed,25-07-2025,09-08-2025,6,1,"testing, setup, frontend"
4308,Analyze user activity data,Carol,Data,Medium,In Progress,06-07-2025,21-07-2025,11,,"design, frontend, alert"
4309,Conduct code review,Alice,DevOps,High,Completed,19-06-2025,05-07-2025,11,5,"deployment, db, integration"
4310,Collect user feedback,Carol,Frontend,Medium,Pending,14-10-2025,02-11-2025,3,,"backend, integration"
4311,Develop notification system,Carol,Backend,High,Pending,11-10-2025,17-10-2025,13,,"feedback, payment, frontend"
4312,Conduct code review,Frank,Frontend,Low,Pending,07-05-2025,13-05-2025,9,,"optimization, api"
4313,Implement search functionality,Grace,UI/UX,Medium,Pending,30-08-2025,03-09-2025,12,,backend
4314,Optimize database queries,Frank,DevOps,Medium,Completed,10-08-2025,29-08-2025,13,3,deployment
4315,Collect user feedback,Carol,Backend,Medium,Pending,10-08-2025,21-08-2025,5,,"backend, db"
4316,Setup CI/CD pipeline,Bob,DevOps,Low,In Progress,14-06-2025,01-07-2025,9,,"feedback, design, optimization"
4317,Analyze user activity data,David,Frontend,Medium,Pending,19-04-2025,03-05-2025,9,,"testing, payment"
4318,Enhance security for API,Hannah,Mobile,High,Pending,09-10-2025,13-10-2025,8,,"testing, alert"
4319,Implement user authentication API,David,Backend,Medium,Pending,22-07-2025,08-08-2025,11,,"db, frontend"
4320,Fix bug in login module,Hannah,DevOps,Medium,In Progress,09-06-2025,27-06-2025,6,,integration
4321,Implement search functionality,Bob,Frontend,Medium,In Progress,13-07-2025,16-07-2025,14,,dashboard
4322,Collect user feedback,Grace,Mobile,Medium,Pending,17-05-2025,30-05-2025,13,,"backend, optimization, payment"
4323,Collect user feedback,Hannah,Backend,Medium,Pending,04-05-2025,18-05-2025,9,,"design, payment"
4324,Improve page load performance,Hannah,Frontend,Medium,Completed,21-06-2025,01-07-2025,15,4,"testing, setup, feedback"
4325,Prepare deployment scripts,Frank,DevOps,Medium,In Progress,19-09-2025,04-10-2025,16,,setup
4326,Prepare deployment scripts,Bob,Backend,Medium,In Progress,06-05-2025,26-05-2025,6,,"deployment, design, testing"
4327,Update mobile app UI,Carol,Frontend,High,Completed,11-10-2025,24-10-2025,6,1,"backend, design"
4328,Write unit tests for backend,Bob,Data,Low,Pending,29-09-2025,17-10-2025,16,,deployment
4329,Design login page,Grace,Data,Medium,Pending,10-10-2025,15-10-2025,10,,db
4330,Improve page load performance,Grace,Mobile,High,Pending,21-07-2025,03-08-2025,5,,"db, api"
4331,Improve page load performance,Eve,Backend,Medium,Pending,26-04-2025,13-05-2025,16,,"payment, setup, feedback"
4332,Prepare deployment scripts,Carol,DevOps,High,In Progress,12-07-2025,01-08-2025,4,,"design, optimization, dashboard"
4333,Deploy application to staging,Eve,UI/UX,Low,Pending,30-08-2025,02-09-2025,12,,"integration, testing"
4334,Improve page load performance,Hannah,QA,Medium,In Progress,25-06-2025,10-07-2025,2,,"dashboard, alert"
4335,Improve page load performance,Bob,UI/UX,High,In Progress,07-10-2025,08-10-2025,14,,"alert, setup, optimization"
4336,Integrate payment gateway,Frank,Frontend,Medium,In Progress,01-08-2025,06-08-2025,1,,"optimization, alert"
4337,Optimize database queries,Alice,DevOps,Medium,Pending,07-05-2025,09-05-2025,6,,design
4338,Deploy application to staging,Eve,DevOps,High,In Progress,04-08-2025,21-08-2025,15,,"design, optimization"
4339,Implement search functionality,Frank,Data,Medium,Pending,17-06-2025,28-06-2025,14,,"frontend, setup, payment"
4340,Improve page load performance,Eve,UI/UX,Medium,Pending,09-08-2025,22-08-2025,2,,integration
4341,Conduct code review,Hannah,Data,Medium,Pending,23-06-2025,01-07-2025,2,,payment
4342,Prepare deployment scripts,David,DevOps,Low,Completed,02-05-2025,22-05-2025,2,1,"feedback, backend"
4343,Prepare deployment scripts,David,QA,Medium,In Progress,05-10-2025,10-10-2025,6,,"frontend, feedback, deployment"
4344,Update mobile app UI,Carol,Frontend,Low,In Progress,06-07-2025,22-07-2025,8,,optimization
4345,Collect user feedback,Frank,UI/UX,Low,In Progress,01-06-2025,03-06-2025,15,,feedback
4346,Write unit tests for backend,Alice,Frontend,Medium,In Progress,01-05-2025,04-05-2025,13,,"testing, frontend, design"
4347,Fix bug in login module,Hannah,Frontend,Low,Completed,26-05-2025,31-05-2025,9,3,alert
4348,Implement user authentication API,Frank,Data,Medium,Completed,04-10-2025,24-10-2025,1,1,"backend, alert, deployment"
4349,Create dashboard UI,Eve,Backend,Medium,In Progress,28-06-2025,29-06-2025,11,,"payment, setup"
4350,Implement user authentication API,Bob,Frontend,Low,Pending,22-04-2025,02-05-2025,6,,"frontend, db, backend"
4351,Update mobile app UI,Hannah,Backend,High,Pending,29-06-2025,06-07-2025,4,,"deployment, db"
4352,Implement search functionality,Frank,Backend,Low,Pending,26-04-2025,03-05-2025,1,,"integration, backend, testing"
4353,Improve page load performance,Carol,DevOps,High,In Progress,05-08-2025,10-08-2025,8,,"dashboard, setup"
4354,Implement user authentication API,Frank,Backend,Medium,Pending,03-09-2025,04-09-2025,3,,"integration, alert"
4355,Update mobile app UI,Eve,DevOps,Medium,Completed,03-08-2025,13-08-2025,13,8,db
4356,Enhance security for API,Hannah,UI/UX,Low,Completed,20-05-2025,01-06-2025,5,1,"feedback, frontend, design"
4357,Update mobile app UI,Grace,Backend,Medium,Pending,21-07-2025,30-07-2025,3,,"design, feedback, backend"
4358,Create dashboard UI,Eve,UI/UX,Medium,Completed,31-05-2025,02-06-2025,14,10,"testing, deployment"
4359,Collect user feedback,Carol,Mobile,High,Completed,19-09-2025,05-10-2025,13,13,testing
4360,Collect user feedback,Carol,Backend,Medium,In Progress,20-08-2025,22-08-2025,7,,"payment, integration, frontend"
4361,Update mobile app UI,Eve,Mobile,High,In Progress,22-07-2025,29-07-2025,11,,"alert, db, deployment"
4362,Enhance security for API,Grace,UI/UX,High,Pending,31-08-2025,03-09-2025,7,,"dashboard, deployment, payment"
4363,Create marketing landing page,Grace,Backend,High,Completed,13-09-2025,18-09-2025,2,1,dashboard
4364,Enhance security for API,Eve,Backend,Low,In Progress,29-09-2025,19-10-2025,15,,setup
4365,Conduct code review,David,Frontend,Low,In Progress,06-07-2025,21-07-2025,9,,"backend, payment"
4366,Update mobile app UI,Eve,UI/UX,Medium,In Progress,21-06-2025,07-07-2025,3,,feedback
4367,Improve page load performance,Eve,UI/UX,Medium,Pending,30-07-2025,13-08-2025,10,,"design, optimization"
4368,Write unit tests for backend,Alice,Data,High,In Progress,17-07-2025,22-07-2025,3,,alert
4369,Optimize database queries,Bob,DevOps,High,Pending,09-06-2025,25-06-2025,8,,optimization
4370,Collect user feedback,Eve,Frontend,High,In Progress,05-07-2025,13-07-2025,5,,testing
4371,Implement user authentication API,Carol,DevOps,Low,In Progress,25-08-2025,10-09-2025,16,,optimization
4372,Prepare deployment scripts,Alice,Mobile,High,Completed,29-06-2025,06-07-2025,10,7,"setup, design, backend"
4373,Setup CI/CD pipeline,Grace,DevOps,Medium,Pending,11-05-2025,19-05-2025,11,,"backend, dashboard"
4374,Improve page load performance,Carol,Data,High,Completed,04-10-2025,07-10-2025,5,3,"deployment, integration"
4375,Fix bug in login module,Hannah,Mobile,Medium,Completed,14-08-2025,15-08-2025,1,1,"design, deployment"
4376,Develop notification system,Grace,Frontend,Medium,Pending,25-05-2025,13-06-2025,10,,payment
4377,Collect user feedback,Grace,Frontend,Medium,Pending,22-06-2025,28-06-2025,5,,"db, feedback"
4378,Design login page,David,UI/UX,Medium,Pending,14-07-2025,03-08-2025,13,,payment
4379,Enhance security for API,David,QA,High,Pending,26-09-2025,10-10-2025,15,,testing
4380,Update mobile app UI,David,Mobile,Medium,In Progress,13-07-2025,17-07-2025,14,,dashboard
4381,Prepare deployment scripts,Bob,UI/UX,High,Completed,29-05-2025,11-06-2025,1,1,"integration, backend"
4382,Integrate payment gateway,Hannah,Mobile,High,In Progress,13-08-2025,22-08-2025,9,,optimization
4383,Optimize database queries,Alice,Data,High,Pending,14-05-2025,26-05-2025,13,,"optimization, backend, setup"
4384,Integrate payment gateway,Hannah,Mobile,Medium,Pending,30-09-2025,20-10-2025,8,,testing
4385,Setup CI/CD pipeline,David,DevOps,Medium,Pending,09-05-2025,30-05-2025,9,,"db, setup"
4386,Analyze user activity data,David,Frontend,Medium,Completed,21-07-2025,11-08-2025,10,5,deployment
4387,Integrate payment gateway,Frank,UI/UX,Medium,In Progress,12-06-2025,29-06-2025,7,,payment
4388,Setup project database,Bob,DevOps,High,Completed,23-04-2025,26-04-2025,6,2,"testing, deployment, setup"
4389,Implement search functionality,Eve,DevOps,High,In Progress,06-09-2025,26-09-2025,16,,"backend, db"
4390,Deploy application to staging,Hannah,Frontend,Medium,Pending,28-06-2025,07-07-2025,12,,"setup, dashboard"
4391,Write unit tests for backend,Alice,UI/UX,Medium,Completed,19-05-2025,30-05-2025,7,2,payment
4392,Optimize database queries,Frank,UI/UX,High,Pending,16-05-2025,31-05-2025,15,,design
4393,Collect user feedback,Eve,Backend,Medium,Completed,20-09-2025,11-10-2025,10,4,"backend, setup"
4394,Analyze user activity data,Grace,Data,Medium,Pending,26-04-2025,07-05-2025,2,,"feedback, db"
4395,Enhance security for API,Hannah,UI/UX,Medium,In Progress,26-04-2025,04-05-2025,1,,"feedback, deployment, alert"
4396,Implement user authentication API,Grace,UI/UX,Low,Completed,09-08-2025,10-08-2025,15,5,integration
4397,Optimize database queries,Alice,Mobile,Low,Completed,28-05-2025,02-06-2025,9,3,"dashboard, api"
4398,Conduct code review,Carol,DevOps,Medium,Pending,04-05-2025,05-05-2025,14,,api
4399,Enhance security for API,Alice,Data,Low,Completed,11-05-2025,12-05-2025,11,9,"db, frontend, backend"
4400,Update mobile app UI,Carol,Backend,Low,Pending,29-05-2025,12-06-2025,13,,testing
4401,Create dashboard UI,Frank,DevOps,Low,In Progress,14-06-2025,18-06-2025,13,,"frontend, alert"
4402,Create marketing landing page,Eve,Frontend,High,In Progress,06-07-2025,24-07-2025,15,,alert
4403,Update mobile app UI,Hannah,Frontend,Medium,Pending,05-06-2025,21-06-2025,10,,feedback
4404,Deploy application to staging,Hannah,QA,High,In Progress,11-09-2025,25-09-2025,3,,design
4405,Prepare deployment scripts,Hannah,QA,High,In Progress,24-04-2025,14-05-2025,8,,"design, deployment"
4406,Deploy application to staging,Grace,Mobile,High,In Progress,16-06-2025,02-07-2025,13,,"feedback, dashboard"
4407,Deploy application to staging,Eve,QA,Medium,Pending,09-06-2025,26-06-2025,5,,payment
4408,Create marketing landing page,David,UI/UX,Medium,Pending,13-05-2025,24-05-2025,2,,frontend
4409,Conduct code review,Frank,DevOps,Medium,Completed,05-05-2025,07-05-2025,11,6,"api, design"
4410,Implement search functionality,Grace,Mobile,Low,In Progress,08-05-2025,18-05-2025,2,,api
4411,Collect user feedback,Carol,Backend,Medium,Pending,14-07-2025,04-08-2025,8,,"alert, db"
4412,Implement user authentication API,Frank,QA,Medium,In Progress,16-08-2025,04-09-2025,9,,"payment, db, frontend"
4413,Fix bug in login module,Hannah,Frontend,Low,Completed,29-06-2025,14-07-2025,3,1,"payment, feedback, api"
4414,Deploy application to staging,Eve,Data,Medium,In Progress,15-05-2025,21-05-2025,7,,"design, alert"
4415,Implement search functionality,Eve,Frontend,Low,Pending,16-08-2025,26-08-2025,13,,"testing, design"
4416,Implement search functionality,Grace,DevOps,Medium,Pending,01-09-2025,10-09-2025,1,,"integration, dashboard"
4417,Develop notification system,Eve,Frontend,Medium,In Progress,07-05-2025,16-05-2025,16,,"backend, optimization"
4418,Create dashboard UI,Hannah,Backend,High,Pending,17-06-2025,22-06-2025,9,,"integration, frontend"
4419,Collect user feedback,Frank,Mobile,Medium,Pending,09-10-2025,14-10-2025,11,,api
4420,Collect user feedback,Bob,Frontend,High,Pending,10-10-2025,26-10-2025,15,,feedback
4421,Setup CI/CD pipeline,Eve,Data,Medium,Pending,19-09-2025,27-09-2025,2,,"integration, deployment"
4422,Conduct code review,Grace,Backend,High,In Progress,05-09-2025,24-09-2025,12,,"optimization, payment"
4423,Update mobile app UI,Alice,Mobile,High,Pending,29-06-2025,06-07-2025,10,,api
4424,Update mobile app UI,Grace,QA,High,In Progress,01-08-2025,22-08-2025,16,,feedback
4425,Conduct code review,Eve,DevOps,High,In Progress,22-06-2025,08-07-2025,2,,"testing, alert"
4426,Analyze user activity data,Frank,Frontend,High,Pending,17-06-2025,22-06-2025,1,,"integration, optimization, dashboard"
4427,Setup CI/CD pipeline,Carol,Mobile,Medium,Pending,28-06-2025,03-07-2025,2,,db
4428,Optimize database queries,Eve,QA,Medium,In Progress,10-05-2025,16-05-2025,1,,"alert, optimization"
4429,Fix bug in login module,Eve,UI/UX,Medium,In Progress,08-08-2025,14-08-2025,9,,"dashboard, deployment, optimization"
4430,Update mobile app UI,David,Mobile,Medium,Pending,01-09-2025,14-09-2025,16,,"deployment, api, feedback"
4431,Update mobile app UI,Bob,Mobile,Medium,Pending,07-07-2025,10-07-2025,5,,backend
4432,Develop notification system,Eve,UI/UX,High,Pending,12-08-2025,30-08-2025,3,,"setup, testing"
4433,Collect user feedback,Eve,Data,High,In Progress,08-07-2025,16-07-2025,6,,"payment, testing, setup"
4434,Fix bug in login module,Frank,Frontend,Medium,In Progress,04-08-2025,25-08-2025,1,,"api, optimization"
4435,Collect user feedback,Carol,QA,Medium,Completed,08-06-2025,13-06-2025,16,6,"backend, design"
4436,Setup project database,Frank,Data,Low,Completed,24-04-2025,07-05-2025,5,1,"backend, dashboard, feedback"
4437,Design login page,Alice,Frontend,High,In Progress,09-07-2025,10-07-2025,5,,testing
4438,Analyze user activity data,Carol,Backend,High,Completed,03-09-2025,14-09-2025,11,3,"frontend, alert, backend"
4439,Optimize database queries,Eve,Mobile,High,In Progress,29-06-2025,18-07-2025,5,,feedback
4440,Conduct code review,Hannah,Data,Medium,Pending,21-05-2025,27-05-2025,4,,"optimization, frontend"
4441,Create marketing landing page,Frank,Mobile,Medium,Pending,09-09-2025,27-09-2025,6,,"backend, setup"
4442,Implement search functionality,Carol,QA,Low,In Progress,18-09-2025,28-09-2025,13,,"integration, backend, feedback"
4443,Prepare deployment scripts,Alice,Mobile,Medium,Pending,20-09-2025,24-09-2025,2,,"dashboard, integration, api"
4444,Conduct code review,Grace,Backend,Medium,Pending,13-09-2025,19-09-2025,10,,api
4445,Prepare deployment scripts,Frank,Backend,High,Pending,10-06-2025,24-06-2025,7,,"deployment, setup, dashboard"
4446,Optimize database queries,Hannah,DevOps,Medium,Pending,08-09-2025,20-09-2025,13,,frontend
4447,Conduct code review,Hannah,Backend,Medium,Pending,17-06-2025,02-07-2025,14,,"db, dashboard, backend"
4448,Optimize database queries,Alice,Backend,Low,In Progress,22-06-2025,27-06-2025,7,,frontend
4449,Integrate payment gateway,Frank,Backend,High,In Progress,06-09-2025,16-09-2025,16,,deployment
4450,Create dashboard UI,Frank,Data,High,Pending,28-04-2025,07-05-2025,13,,"deployment, db, alert"
4451,Conduct code review,Hannah,UI/UX,High,Completed,03-09-2025,21-09-2025,3,2,"db, setup, deployment"
4452,Optimize database queries,Frank,QA,Medium,In Progress,21-08-2025,01-09-2025,14,,"alert, optimization, deployment"
4453,Analyze user activity data,Carol,QA,Medium,Completed,10-06-2025,25-06-2025,11,5,"optimization, db"
4454,Create marketing landing page,Bob,Data,Medium,Pending,08-10-2025,27-10-2025,5,,api
4455,Implement search functionality,Bob,DevOps,Medium,In Progress,21-09-2025,04-10-2025,6,,"alert, api"
4456,Optimize database queries,Frank,QA,Medium,Pending,20-07-2025,22-07-2025,12,,"dashboard, alert"
4457,Conduct code review,Frank,QA,Low,In Progress,29-05-2025,14-06-2025,10,,"testing, alert"
4458,Conduct code review,Eve,Mobile,Low,Completed,26-06-2025,06-07-2025,2,1,"api, dashboard, db"
4459,Setup project database,Alice,Data,Medium,Pending,01-07-2025,11-07-2025,10,,"alert, payment, design"
4460,Conduct code review,Alice,Frontend,Medium,Completed,21-08-2025,30-08-2025,6,4,backend
4461,Setup CI/CD pipeline,David,UI/UX,Low,Completed,21-08-2025,29-08-2025,4,4,design
4462,Optimize database queries,Grace,Mobile,High,In Progress,10-08-2025,24-08-2025,7,,"integration, deployment, payment"
4463,Setup CI/CD pipeline,Frank,DevOps,Medium,Completed,07-08-2025,09-08-2025,11,1,"deployment, design, payment"
4464,Analyze user activity data,Bob,UI/UX,Medium,Pending,14-06-2025,28-06-2025,8,,"design, alert"
